xxxxxx  xxxxx xxx x xxxx  xxxx  x xxxxxxxxxxx xxxxxx
TPfiit	200.0	102		0.00	0.01 	0	0.014590534	181101
TPfiit	48.00	104		0.00	0.01 	0	0.398206959	181104
TPfiit	1,980	144		0.04	0.01 	0	0.150635506	181108
TPfiit	1,980	144		0.05	0.01 	0	0.325597716	181111
TPfiit	1,980	144		0.04	0.01 	0	0.536370782	181115
