TS4ckcz	100	0	0.00	0.00 	0	0.002009831		181101	7365
TS4ckcz	400	0	0.01	0.00 	0	0.008083881		181102	6316
TS4ckxx	400	0	0.01	0.00 	0	0.008046756		181103	6366
TS4ckcd	400	0	0.01	0.00 	0	0.008040320		181104	6308
TS4ckcd	400	0	0.01	0.00 	0	0.008469646		181105	6377
TS4ckcd	100	0	0.00	0.00 	0	0.010459122		181106	7519
